GFA,Class
Al25Ti75,CRA
Al25Zr75,CRA
Al30Ti70,CRA
Al30Zr70,CRA
Al35Ti65,CRA
Al40Ti60,CRA
Al45Ti55,CRA
Al50Cu50,CRA
Al55Ti45,CRA
Al60Cu40,CRA
Al60La40,CRA
Al60Ti40,CRA
Al65Ti35,CRA
Al70Cu30,CRA
Al70La30,CRA
Al70Ni30,CRA
Al70Ti30,CRA
Al75Cu25,CRA
Al80Cr20,CRA
Al80Cu20,CRA
Al80La20,CRA
Al80Ni20,CRA
Al80Ti20,CRA
Al81Cr19,CRA
Al82Sm18,CRA
Al83Cr17,CRA
Al84Cr16,CRA
Al85Gd15,CRA
Al86Co14,CRA
Al86Cr14,CRA
Al86Ni14,CRA
Al88Co12,CRA
Al88Cr12,CRA
Al88Fe12,CRA
Al88Ni12,CRA
Al90Co10,CRA
Al90Cr10,CRA
Al90Fe10,CRA
Al90Ni10,CRA
Al92.5Ca7.5,CRA
Al92Co8,CRA
Al92Cr8,CRA
Al92Fe8,CRA
Al92Mn8,CRA
Al92Ni8,CRA
Al94.1Ti5.9,CRA
Al94Ce6,CRA
Al94Co6,CRA
Al94Cr6,CRA
Al94Fe6,CRA
Al94Gd6,CRA
Al94Mn6,CRA
Al94Nd6,CRA
Al94Ni6,CRA
Al94Sm6,CRA
Al95Ce5,CRA
Al96Co4,CRA
Al96Cr4,CRA
Al96Fe4,CRA
Al96Mn4,CRA
Al96Nd4,CRA
Al96Ni4,CRA
Al97.1Ti2.9,CRA
Al98.9Ti1.1,CRA
Al98Co2,CRA
Al98Fe2,CRA
Al98Mn2,CRA
Al98Nd2,CRA
Al98Ni2,CRA
B10Mo90,CRA
B15Co85,CRA
B15Mo85,CRA
B16Ni84,CRA
B20Mo80,CRA
B20Ni80,CRA
B21Fe79,CRA
B22Ni78,CRA
B24Ni76,CRA
B25Mo75,CRA
B26Ni74,CRA
B30Mo70,CRA
B46Ni54,CRA
B48Ni52,CRA
B54Ni46,CRA
B5Ni95,CRA
Be10Ti90,CRA
Be10Zr90,CRA
Be2.5Zr97.5,CRA
Be20Ti80,CRA
Be20Zr80,CRA
Be30Ti70,CRA
Be35Ti65,CRA
Be42Ti58,CRA
Be43Ti57,CRA
Be45Ti55,CRA
Be50Ti50,CRA
Be7.5Zr92.5,CRA
C10Co90,CRA
C10Ni90,CRA
C15Co85,CRA
C15Ni85,CRA
C20Co80,CRA
C20Ni80,CRA
C5Ni95,CRA
Ca10Mg90,CRA
Ca11Mg89,CRA
Ca7.5Mg92.5,CRA
Ce10Mg90,CRA
Co70Si30,CRA
Co75Si25,CRA
Co80Si20,CRA
Co85Si15,CRA
Co90Si10,CRA
Co95Si5,CRA
Cr80P20,CRA
Cr87P13,CRA
Cu10Mg90,CRA
Cu10Ti90,CRA
Cu15Mg85,CRA
Cu20La80,CRA
Cu20Ti80,CRA
Cu28Zr72,CRA
Cu30Ti70,CRA
Cu32Fe68,CRA
Cu40La60,CRA
Cu50La50,CRA
Cu54Fe46,CRA
Cu60Nd40,CRA
Cu63Fe37,CRA
Cu66Ti34,CRA
Cu70Fe30,CRA
Cu70Nd30,CRA
Cu71Fe29,CRA
Cu75Ti25,CRA
Cu75Zr25,CRA
Cu76Fe24,CRA
Cu80Nd20,CRA
Cu80Ti20,CRA
Cu80Zr20,CRA
Cu85Ti15,CRA
Cu90Fe10,CRA
Cu90Ti10,CRA
Cu95Zr5,CRA
Fe66.7Tb33.3,CRA
Fe87Zr13,CRA
La30Ni70,CRA
La40Ni60,CRA
La50Ni50,CRA
La90Ni10,CRA
Mg55Zn45,CRA
Mg70Ni30,CRA
Mg75Y25,CRA
Mg80Y20,CRA
Mg80Zn20,CRA
Mg85Mn15,CRA
Mg85Nd15,CRA
Mg85Zn15,CRA
Mg87.5Y12.5,CRA
Mg90Mn10,CRA
Mg90Nd10,CRA
Mg90Y10,CRA
Mg90Zn10,CRA
Mg92.5Mn7.5,CRA
Mg92.5Nd7.5,CRA
Mg95Mn5,CRA
Mg95Nd5,CRA
Mg95Y5,CRA
Mg95Zn5,CRA
Mg97.5Nd2.5,CRA
Nd30Ni70,CRA
Nd50Ni50,CRA
Nd80Ni20,CRA
Ni10Ti90,CRA
Ni15Ti85,CRA
Ni20Ti80,CRA
Ni25Ti75,CRA
Ni50Ti50,CRA
Ni55Ti45,CRA
Ni65Ti35,CRA
Ni70Ti30,CRA
Ni75Ti25,CRA
Ni80Si20,CRA
Ni85Si15,CRA
Ni90Si10,CRA
Ni90Ti10,CRA
Ni95Si5,CRA
Si10Ti90,CRA
Si25Ti75,CRA
Si5Ti95,CRA
Ti90Zr10,CRA
Ag10.5Cu80.5P9,CRA
Ag10Ce3Cu87,CRA
Ag10Ce5Cu85,CRA
Ag10Mg50Y40,CRA
Ag10Mg85Y5,CRA
Ag11Cu38Fe51,CRA
Ag12.2Cu81.5P6.3,CRA
Ag13Cu32Fe55,CRA
Ag14Cu78.5P7.5,CRA
Ag15Ce4Cu81,CRA
Ag15Cu49Fe36,CRA
Ag15Cu83Fe2,CRA
Ag17Cu20Fe63,CRA
Ag17Cu41Fe42,CRA
Ag20.9Pd62.6Si16.5,CRA
Ag20Ce3Cu77,CRA
Ag20Ce4Cu76,CRA
Ag20Ce5Cu75,CRA
Ag20Mg20Y60,CRA
Ag21Cu42Fe37,CRA
Ag22Cu41Fe37,CRA
Ag22Cu51Fe27,CRA
Ag23Cu10Fe67,CRA
Ag24Cu31Fe45,CRA
Ag25Cu25Fe50,CRA
Ag26Cu23Fe51,CRA
Ag26Cu44Fe30,CRA
Ag27Cu31Fe42,CRA
Ag28Cu45Fe27,CRA
Ag29Cu31Fe40,CRA
Ag30Ce3Cu67,CRA
Ag30Ce5Cu65,CRA
Ag30Mg20Y50,CRA
Ag31Cu37Fe32,CRA
Ag31Cu49Fe20,CRA
Ag31Cu55Fe14,CRA
Ag32Cu66Fe2,CRA
Ag35Ce3Cu62,CRA
Ag36Cu30Fe34,CRA
Ag37Cu6Fe57,CRA
Ag40Ce1Cu59,CRA
Ag40Ce2Cu58,CRA
Ag40Cu12Fe48,CRA
Ag40Cu40Fe20,CRA
Ag40Cu47Fe13,CRA
Ag40Mg20Y40,CRA
Ag45Ce2Cu53,CRA
Ag49Cu29Fe22,CRA
Ag5.5Cu87P7.5,CRA
Ag50Ce2Cu48,CRA
Ag50Mg20Y30,CRA
Ag50Mg40Y10,CRA
Ag51Cu13Fe36,CRA
Ag58Cu32Fe10,CRA
Ag5Ce5Cu90,CRA
Ag5Ce6Cu89,CRA
Ag5Ce8Cu87,CRA
Ag5Mg85Y10,CRA
Ag5Mg90Y5,CRA
Ag60Ce10Cu30,CRA
Ag60Ce3Cu37,CRA
Ag60Ce5Cu35,CRA
Ag60Mg20Y20,CRA
Ag62Cu30Fe8,CRA
Ag63Cu8Fe29,CRA
Ag6Ce8Cu86,CRA
Ag7.5Cu86P6.5,CRA
Ag70Ce10Cu20,CRA
Ag70Ce5Cu25,CRA
Ag7Cu84.5P8.5,CRA
Ag9Cu82.5P8.5,CRA
Ag9Cu84.5P6.5,CRA
Ag9Cu85P6,CRA
Al10Ce10Cu80,CRA
Al10Ce2Cu88,CRA
Al10Ce4Cu86,CRA
Al10Ce6Cu84,CRA
Al10Cu10La80,CRA
Al10Cu10Ti80,CRA
Al10Cu20La70,CRA
Al10Cu20Ti70,CRA
Al10Cu50La40,CRA
Al10Cu60La30,CRA
Al10Cu70La20,CRA
Al10Cu70Ti20,CRA
Al10Cu80La10,CRA
Al10Cu80Nd10,CRA
Al10Cu84Nd6,CRA
Al10Cu86Nd4,CRA
Al10Cu88Nd2,CRA
Al10La10Ni80,CRA
Al10La20Ni70,CRA
Al10La25Ni65,CRA
Al10Mg40Zn50,CRA
Al10Mg50Zn40,CRA
Al10Mg60Zn30,CRA
Al10Mg80Zn10,CRA
Al10Mg85Zn5,CRA
Al10Ni45Ti45,CRA
Al10Ni5Zr85,CRA
Al10Ni70Ti20,CRA
Al10Ni70Zr20,CRA
Al10Ni80Zr10,CRA
Al12B10Co78,CRA
Al12B10Fe78,CRA
Al12B14Co74,CRA
Al12B14Ni74,CRA
Al12B6Co82,CRA
Al12B6Fe82,CRA
Al12Ce10Cu78,CRA
Al12Ce6Cu82,CRA
Al12Cu78Nd10,CRA
Al12Cu82Nd6,CRA
Al12Cu84Nd4,CRA
Al14Ce10Cu76,CRA
Al14Ce6Cu80,CRA
Al14Ce8Cu78,CRA
Al14Cu76Nd10,CRA
Al14Cu78Nd8,CRA
Al14Cu80Nd6,CRA
Al14Cu82Nd4,CRA
Al15Fe56.7Tb28.3,CRA
Al15La25Ni60,CRA
Al15Mg70Zn15,CRA
Al15Mg75Zn10,CRA
Al15Mg80Zn5,CRA
Al15Ni75Zr10,CRA
Al16B10Co74,CRA
Al16B10Fe74,CRA
Al16B14Ni70,CRA
Al20B10Co70,CRA
Al20B14Co66,CRA
Al20B14Ni66,CRA
Al20B18Co62,CRA
Al20B22Co58,CRA
Al20Cu10La70,CRA
Al20Cu10Ti70,CRA
Al20Cu20Ti60,CRA
Al20Cu60La20,CRA
Al20Cu70Ti10,CRA
Al20La10Ni70,CRA
Al20La20Ni60,CRA
Al20Mg40Zn40,CRA
Al20Mg50Zn30,CRA
Al20Mg60Zn20,CRA
Al20Mg70Zn10,CRA
Al20Ni60Zr20,CRA
Al20Ni70Zr10,CRA
Al24B14Ni62,CRA
Al24B18Ni58,CRA
Al24B22Co54,CRA
Al24B22Ni54,CRA
Al25Cu25Ti50,CRA
Al25Cu30Ti45,CRA
Al25Cu50Mn25,CRA
Al25Cu5Ti70,CRA
Al28B22Ni50,CRA
Al28B30Ni42,CRA
Al2Ce10Cu88,CRA
Al2Ce6Cu92,CRA
Al2Ce8Cu90,CRA
Al2Cu88Nd10,CRA
Al2Cu90Nd8,CRA
Al2Cu92Nd6,CRA
Al30Cu10Ti60,CRA
Al30Cu20Ti50,CRA
Al30Cu30Ti40,CRA
Al30Cu40Ti30,CRA
Al30Cu50La20,CRA
Al30Cu60La10,CRA
Al30La10Ni60,CRA
Al30La15Ni55,CRA
Al30Mg40Zn30,CRA
Al30Mg50Zn20,CRA
Al30Mg60Zn10,CRA
Al30Ni10Zr60,CRA
Al30Ni50Zr20,CRA
Al30Ni60Zr10,CRA
Al31Ni50Ti19,CRA
Al35Cu40Ti25,CRA
Al35Cu45Ti20,CRA
Al35Cu5Ti60,CRA
Al40Cu10La50,CRA
Al40Cu10Ti50,CRA
Al40Cu20La40,CRA
Al40Cu20Ti40,CRA
Al40Cu30La30,CRA
Al40Cu30Ti30,CRA
Al40Cu40La20,CRA
Al40Cu40Ti20,CRA
Al40La10Ni50,CRA
Al40La15Ni45,CRA
Al40Mg40Zn20,CRA
Al40Mg50Zn10,CRA
Al40Mn25Si35,CRA
Al40Ni10Zr50,CRA
Al40Ni20Zr40,CRA
Al40Ni30Zr30,CRA
Al40Ni40Zr20,CRA
Al40Ni50Ti10,CRA
Al40Ni50Zr10,CRA
Al42Mg44Pd14,CRA
Al43Mg44Pd13,CRA
Al45Cr15Si40,CRA
Al45Cr20Si35,CRA
Al45Cu10Ti45,CRA
Al45Cu20Ti35,CRA
Al45Cu35Ti20,CRA
Al45Cu40Ti15,CRA
Al45Cu5Ti50,CRA
Al45Ge40V15,CRA
Al48Mg22Pd30,CRA
Al4B10Co86,CRA
Al4B14Co82,CRA
Al4Ce10Cu86,CRA
Al4Ce4Cu92,CRA
Al4Ce8Cu88,CRA
Al4Cu86Nd10,CRA
Al4Cu88Nd8,CRA
Al4Cu90Nd6,CRA
Al4Cu92Nd4,CRA
Al50Cu10La40,CRA
Al50Cu10Ti40,CRA
Al50Cu20La30,CRA
Al50Cu20Ti30,CRA
Al50Cu30La20,CRA
Al50Cu30Ti20,CRA
Al50Cu40La10,CRA
Al50Cu40V10,CRA
Al50Cu5Ti45,CRA
Al50Ge25V25,CRA
Al50Ge30V20,CRA
Al50Ge35V15,CRA
Al50Ge40V10,CRA
Al50La10Ni40,CRA
Al50La15Ni35,CRA
Al50Mg25Pd25,CRA
Al50Mg40Zn10,CRA
Al50Ni10Zr40,CRA
Al50Ni40Zr10,CRA
Al52Mg17Pd31,CRA
Al52Mg18Pd30,CRA
Al54Mg32Pd14,CRA
Al55Cr20Si25,CRA
Al55Cr25Si20,CRA
Al55Cu10Ti35,CRA
Al55Cu35Ti10,CRA
Al55Ge25V20,CRA
Al55La30Ni15,CRA
Al55La35Ni10,CRA
Al55Mg15Pd30,CRA
Al55Ni30Zr15,CRA
Al57Cr23Si20,CRA
Al57Cr28Si15,CRA
Al58Cr20Si22,CRA
Al59Cr19Si22,CRA
Al5Mg80Zn15,CRA
Al5Mg85Zn10,CRA
Al5Mg90Zn5,CRA
Al5Ni50Ti45,CRA
Al60Ce20Fe20,CRA
Al60Ce20Ni20,CRA
Al60Ce23Fe17,CRA
Al60Ce25Fe15,CRA
Al60Cr18Si22,CRA
Al60Cr20Si20,CRA
Al60Cr25Si15,CRA
Al60Cr30Si10,CRA
Al60Cr5Si35,CRA
Al60Cu10Ti30,CRA
Al60Cu20Ti20,CRA
Al60Cu25V15,CRA
Al60Cu35Ti5,CRA
Al60Cu35V5,CRA
Al60Cu5Ti35,CRA
Al60Gd20Ni20,CRA
Al60Ge20V20,CRA
Al60Ge35V5,CRA
Al60La10Ni30,CRA
Al60Mn20Si20,CRA
Al60Ni10Zr30,CRA
Al61Cr21Si18,CRA
Al62.5Ce25.5Fe12,CRA
Al62Cr19Si19,CRA
Al63Cr15Si22,CRA
Al63Cr19Si18,CRA
Al64Ce23Fe13,CRA
Al65Ce15Fe20,CRA
Al65Ce20Fe15,CRA
Al65Ce25Fe10,CRA
Al65Cr15Si20,CRA
Al65Cr20Ge15,CRA
Al65Cr20Si15,CRA
Al65Cr25Si10,CRA
Al65Cu15V20,CRA
Al65Cu20Mn15,CRA
Al65Cu20V15,CRA
Al65Ge15Mn20,CRA
Al65Ge20V15,CRA
Al65Ge30V5,CRA
Al65La25Ni10,CRA
Al65La30Ni5,CRA
Al65Mn20Si15,CRA
Al65Nd20Ni15,CRA
Al65Ni15Y20,CRA
Al66.6Mn17.4Si16,CRA
Al67Ce18Fe15,CRA
Al68.6Mn17.4Si14,CRA
Al68Cr15Si17,CRA
Al6Ce4Cu90,CRA
Al6Ce6Cu88,CRA
Al6Ce8Cu86,CRA
Al6Cu88Nd6,CRA
Al70.6Mn17.4Si12,CRA
Al70Ce10Cu20,CRA
Al70Ce10Fe20,CRA
Al70Ce15Cu15,CRA
Al70Ce15Fe15,CRA
Al70Ce20Fe10,CRA
Al70Ce20Ni10,CRA
Al70Cr10Si20,CRA
Al70Cr15Si15,CRA
Al70Cr20Si10,CRA
Al70Cr25Si5,CRA
Al70Cr5Si25,CRA
Al70Cu10Ti20,CRA
Al70Cu20La10,CRA
Al70Cu25V5,CRA
Al70Gd20Ni10,CRA
Al70Ge20V10,CRA
Al70Ge25V5,CRA
Al70La15Ni15,CRA
Al70La20Ni10,CRA
Al70La25Ni5,CRA
Al70Mn5Si25,CRA
Al70Nd20Ni10,CRA
Al70Ni10Y20,CRA
Al70Ni10Zr20,CRA
Al70Ni15Zr15,CRA
Al70Ni20Y10,CRA
Al70Ni25Zr5,CRA
Al71Ce17Fe12,CRA
Al72.5Mn17.4Si10.1,CRA
Al74.6Mn17.4Si8,CRA
Al74Mg5Pd21,CRA
Al75Ce10Co15,CRA
Al75Ce10Fe15,CRA
Al75Ce15Co10,CRA
Al75Ce15Cu10,CRA
Al75Ce15Fe10,CRA
Al75Ce15Nb10,CRA
Al75Ce20Fe5,CRA
Al75Ce5Co20,CRA
Al75Ce5Cu20,CRA
Al75Cr10Si15,CRA
Al75Cr15Si10,CRA
Al75Cr20Si5,CRA
Al75Cr5Si20,CRA
Al75Cu10V15,CRA
Al75Gd15Ni10,CRA
Al75Gd5Ni20,CRA
Al75Ge15V10,CRA
Al75La15Ni10,CRA
Al75Nd20Ni5,CRA
Al75Nd5Ni20,CRA
Al75Ni20Sm5,CRA
Al75Ni20Y5,CRA
Al75Ni5Sm20,CRA
Al75Ni5Y20,CRA
Al76.6Mn17.4Si6,CRA
Al76Cu8.5Mn15.5,CRA
Al77Ce10Co13,CRA
Al77Ce10Nb13,CRA
Al77Ce18Fe5,CRA
Al77Cu20V3,CRA
Al78.6Mn17.4Si4,CRA
Al80Ca10Ni10,CRA
Al80Ce10Cr10,CRA
Al80Ce10Mn10,CRA
Al80Ce10V10,CRA
Al80Ce15Co5,CRA
Al80Ce15Cr5,CRA
Al80Ce15Cu5,CRA
Al80Ce15Fe5,CRA
Al80Ce15Nb5,CRA
Al80Ce15Ni5,CRA
Al80Cr10Si10,CRA
Al80Cr5Si15,CRA
Al80Cu10La10,CRA
Al80Cu5V15,CRA
Al80Gd15Ni5,CRA
Al80La15Ni5,CRA
Al80Mn15Ni5,CRA
Al80Mn6Ni14,CRA
Al80Mn8Ni12,CRA
Al80Nd15Ni5,CRA
Al80Ni10Zr10,CRA
Al80Ni5Y15,CRA
Al82Fe4Ni14,CRA
Al82Mn4Ni14,CRA
Al82Mn6Ni12,CRA
Al82Mn8Ni10,CRA
Al82Ni10Zr8,CRA
Al83Ce10Cr7,CRA
Al83Ce10Mn7,CRA
Al83Ce2Cu15,CRA
Al83Fe3Ni14,CRA
Al83Mn4Ni13,CRA
Al83Ni15Zr2,CRA
Al84Co12Fe4,CRA
Al84Co14Fe2,CRA
Al84Co14Mn2,CRA
Al84Co8Ni8,CRA
Al84Fe2Ni14,CRA
Al84Fe3Ni13,CRA
Al84Fe4Ni12,CRA
Al84Fe8Ni8,CRA
Al84Mn2Ni14,CRA
Al84Mn4Ni12,CRA
Al84Mn6Ni10,CRA
Al84Mn8Ni8,CRA
Al85Ca5Ni10,CRA
Al85Ce10V5,CRA
Al85Ce13V2,CRA
Al85Ce5Mn10,CRA
Al85Ce5Nb10,CRA
Al85Co10Ni5,CRA
Al85Co1Ni14,CRA
Al85Cr10Si5,CRA
Al85Cr5Si10,CRA
Al85Cu10La5,CRA
Al85Fe1Ni14,CRA
Al85Fe2Ni13,CRA
Al85Fe3Ni12,CRA
Al85Fe5Ni10,CRA
Al85Fe8Si7,CRA
Al85Mn2Ni13,CRA
Al85Mn7Ni8,CRA
Al86Co10Fe4,CRA
Al86Co10Mn4,CRA
Al86Co12Mn2,CRA
Al86Co1Ni13,CRA
Al86Co2Ni12,CRA
Al86Co3Ni11,CRA
Al86Co4Fe10,CRA
Al86Co5Ni9,CRA
Al86Co6Fe8,CRA
Al86Co8Fe6,CRA
Al86Co8Mn6,CRA
Al86Fe10Ni4,CRA
Al86Fe12Ni2,CRA
Al86Fe12Si2,CRA
Al86Fe1Ni13,CRA
Al86Fe4Ni10,CRA
Al86Fe5Ni9,CRA
Al86Fe6Ni8,CRA
Al86Fe7Ni7,CRA
Al86Fe8Ni6,CRA
Al86Mn4Ni10,CRA
Al86Mn6Ni8,CRA
Al86Mn8Ni6,CRA
Al87.5Ca10Fe2.5,CRA
Al87.5Ca10Ni2.5,CRA
Al87.5Ca2.5Ni10,CRA
Al87.5Ni7.5Zr5,CRA
Al87Ce8Cr5,CRA
Al87Ce8Mn5,CRA
Al87Co4Ni9,CRA
Al87Co9Fe4,CRA
Al87Cu8V5,CRA
Al87Fe4Ni9,CRA
Al87Fe5Ni8,CRA
Al87Fe6Ni7,CRA
Al88.75Ca1.25Ni10,CRA
Al88Ce2Cu10,CRA
Al88Ce2Mn10,CRA
Al88Ce5Cu7,CRA
Al88Ce8V4,CRA
Al88Co10Fe2,CRA
Al88Co10Mn2,CRA
Al88Co10Ni2,CRA
Al88Co11Ni1,CRA
Al88Co1Ni11,CRA
Al88Co2Fe10,CRA
Al88Co2Ni10,CRA
Al88Co3Ni9,CRA
Al88Co4Fe8,CRA
Al88Co6Fe6,CRA
Al88Co6Mn6,CRA
Al88Co6Ni6,CRA
Al88Co7Ni5,CRA
Al88Co8Fe4,CRA
Al88Co8Mn4,CRA
Al88Co8Ni4,CRA
Al88Co9Ni3,CRA
Al88Cr10Si2,CRA
Al88Fe10Ni2,CRA
Al88Fe10Si2,CRA
Al88Fe2Ni10,CRA
Al88Fe4Ni8,CRA
Al88Fe5Ni7,CRA
Al88Fe6Ni6,CRA
Al88Fe8Ni4,CRA
Al88Mn4Ni8,CRA
Al88Mn6Ni6,CRA
Al88Mn8Ni4,CRA
Al89Ce1Fe10,CRA
Al89Ce6Mn5,CRA
Al89Ce6V5,CRA
Al89Ce8Cr3,CRA
Al89Co1Ni10,CRA
Al89Co2Ni9,CRA
Al89Co3Ni8,CRA
Al89Co4Ni7,CRA
Al89Co5Ni6,CRA
Al89Co6Ni5,CRA
Al89Fe1Ni10,CRA
Al89Fe2Ni9,CRA
Al89Fe3Ni8,CRA
Al89Fe4Ni7,CRA
Al89Fe5Ni6,CRA
Al89Fe6Ni5,CRA
Al89Fe7Ni4,CRA
Al89Fe9Ni2,CRA
Al89Mn2Ni9,CRA
Al8B10Co82,CRA
Al8B10Fe82,CRA
Al8B14Co78,CRA
Al8Ce6Cu86,CRA
Al8Cu82Nd10,CRA
Al8Cu86Nd6,CRA
Al8Cu88Nd4,CRA
Al8Ga2Mg90,CRA
Al8Ga3Mg89,CRA
Al90Ca5Fe5,CRA
Al90Ca5Ni5,CRA
Al90Ce5Cu5,CRA
Al90Ce5Nb5,CRA
Al90Ce5Ni5,CRA
Al90Co2Fe8,CRA
Al90Co2Mn8,CRA
Al90Co2Ni8,CRA
Al90Co4Fe6,CRA
Al90Co4Mn6,CRA
Al90Co4Ni6,CRA
Al90Co5Ni5,CRA
Al90Co6Fe4,CRA
Al90Co6Mn4,CRA
Al90Co6Ni4,CRA
Al90Co8Fe2,CRA
Al90Co8Mn2,CRA
Al90Co8Ni2,CRA
Al90Cr5Si5,CRA
Al90Fe1Ni9,CRA
Al90Fe2Ni8,CRA
Al90Fe4Ni6,CRA
Al90Fe5Ni5,CRA
Al90Fe6Ni4,CRA
Al90Fe8Ni2,CRA
Al90Fe8Si2,CRA
Al90La5Ni5,CRA
Al90Mn2Ni8,CRA
Al90Mn4Ni6,CRA
Al90Mn6Ni4,CRA
Al90Mn8Ni2,CRA
Al90Nd1Ni9,CRA
Al90Ni5Zr5,CRA
Al91Co1Ni8,CRA
Al91Co2Ni7,CRA
Al91Fe1Ni8,CRA
Al91Fe2Ni7,CRA
Al91Fe3Ni6,CRA
Al91Fe6Ni3,CRA
Al92.5Ca2.5Fe5,CRA
Al92.5Ca2.5Ni5,CRA
Al92Co2Fe6,CRA
Al92Co2Mn6,CRA
Al92Co2Ni6,CRA
Al92Co4Fe4,CRA
Al92Co4Mn4,CRA
Al92Co4Ni4,CRA
Al92Co6Fe2,CRA
Al92Co6Mn2,CRA
Al92Co6Ni2,CRA
Al92Fe2Ni6,CRA
Al92Fe4Ni4,CRA
Al92Fe5Ni3,CRA
Al92Fe6Ni2,CRA
Al92Mn2Ni6,CRA
Al92Mn4Ni4,CRA
Al92Mn6Ni2,CRA
Al92Nd2Ni6,CRA
Al92Nd4Ni4,CRA
Al92Nd6Ni2,CRA
Al93Ce2Cr5,CRA
Al93Ce2Mn5,CRA
Al94Ce2Cr4,CRA
Al94Ce2Fe4,CRA
Al94Ce2Mn4,CRA
Al94Ce2V4,CRA
Al94Ce4Co2,CRA
Al94Ce4Fe2,CRA
Al94Co2Fe4,CRA
Al94Co2Mn4,CRA
Al94Co2Ni4,CRA
Al94Co4Fe2,CRA
Al94Co4Mn2,CRA
Al94Co4Ni2,CRA
Al94Fe2Ni4,CRA
Al94Fe4Ni2,CRA
Al94Mn2Ni4,CRA
Al94Mn4Ni2,CRA
Al94Nd2Ni4,CRA
Al94Nd4Ni2,CRA
Al95.8Ni0.7Ti3.5,CRA
Al95Ce2Co3,CRA
Al96Co2Fe2,CRA
Al96Co2Mn2,CRA
Al96Co2Ni2,CRA
Al96Fe2Ni2,CRA
Al96Mn2Ni2,CRA
Al96Nd2Ni2,CRA
Al9Ga2Mg89,CRA
Au20.9Pd62.6Si16.5,CRA
B10C10Ni80,CRA
B10C15Ni75,CRA
B10C20Ni70,CRA
B10C5Ni85,CRA
B10C8Ni82,CRA
B10Co70Si20,CRA
B10Co80Si10,CRA
B10Co82Si8,CRA
B10Co85Si5,CRA
B10Cr10Fe80,CRA
B10Cr12Fe78,CRA
B10Cr14Fe76,CRA
B10Cr15Fe75,CRA
B10Cr18Fe72,CRA
B10Cr20Fe70,CRA
B10Cr22Fe68,CRA
B10Cr5Fe85,CRA
B10Cr8Fe82,CRA
B10Cu10Fe80,CRA
B10Cu15Fe75,CRA
B10Cu1Fe89,CRA
B10Cu3Fe87,CRA
B10Cu5Fe85,CRA
B10Fe20Mn70,CRA
B10Fe65Ni25,CRA
B10Fe70Ni20,CRA
B10Fe75Mn15,CRA
B10Fe75Ni15,CRA
B10Fe75V15,CRA
B10Fe80Mn10,CRA
B10Fe80V10,CRA
B10Fe83.5Si6.5,CRA
B10Fe83Si7,CRA
B10Fe85Mn5,CRA
B10Fe85Mo5,CRA
B10Fe85V5,CRA
B10Fe87Mn3,CRA
B10Fe88Zr2,CRA
B10Fe89Mn1,CRA
B10Fe89Ni1,CRA
B10Mo65Si25,CRA
B10Mo80Si10,CRA
B10Mo85Si5,CRA
B10Ni72Si18,CRA
B11.5C10Ni78.5,CRA
B11Fe75P14,CRA
B11Fe85P4,CRA
B12.5Co80.5Si7,CRA
B12C16Co72,CRA
B12C4Co84,CRA
B12C6Ni82,CRA
B12C8Co80,CRA
B12Cu10Fe78,CRA
B12Cu15Fe73,CRA
B12Cu1Fe87,CRA
B12Cu20Fe68,CRA
B12Cu3Fe85,CRA
B12Cu5Fe83,CRA
B12Fe20Mn68,CRA
B12Fe63Ni25,CRA
B12Fe73Mn15,CRA
B12Fe73V15,CRA
B12Fe78Mn10,CRA
B12Fe83Mn5,CRA
B12Fe83Ni5,CRA
B12Fe85Mn3,CRA
B12Fe85Ni3,CRA
B12Fe87Mn1,CRA
B12Fe87Ni1,CRA
B12Ni80Si8,CRA
B12Ni84Si4,CRA
B13C10Ni77,CRA
B13C12Ni75,CRA
B13Fe85Si2,CRA
B13Ni69Si18,CRA
B14C16Ni70,CRA
B14C20Ni66,CRA
B14C2Ni84,CRA
B14Co82Si4,CRA
B14Cu10Fe76,CRA
B14Cu15Fe71,CRA
B14Cu1Fe85,CRA
B14Cu20Fe66,CRA
B14Cu3Fe83,CRA
B14Cu5Fe81,CRA
B14Ni80Si6,CRA
B15C12Ni73,CRA
B15Co65Si20,CRA
B15Mo65Si20,CRA
B15Mo80Si5,CRA
B16C16Co68,CRA
B16C20Co64,CRA
B16Cu10Fe74,CRA
B16Cu15Fe69,CRA
B16Cu1Fe83,CRA
B16Cu20Fe64,CRA
B16Cu3Fe81,CRA
B16Cu5Fe79,CRA
B16Ni68Si16,CRA
B16Ni80Si4,CRA
B17C16Ni67,CRA
B17C8Ni75,CRA
B17Fe80P3,CRA
B18C6Ni76,CRA
B18Cu10Fe72,CRA
B18Cu15Fe67,CRA
B18Cu1Fe81,CRA
B18Cu20Fe62,CRA
B18Cu5Fe77,CRA
B18Fe79P3,CRA
B19Fe75P6,CRA
B19Fe77P4,CRA
B19Ni67Si14,CRA
B1Cu20Zr79,CRA
B1Cu75Zr24,CRA
B2.5Cu75Zr22.5,CRA
B20C6Ni74,CRA
B20C8Ni72,CRA
B20Co60Si20,CRA
B20Co62.5Si17.5,CRA
B20Cu10Fe70,CRA
B20Cu1Fe79,CRA
B20Cu5Fe75,CRA
B20Mo60Si20,CRA
B20Mo65Si15,CRA
B20Mo77.5Si2.5,CRA
B20Ni77.5Si2.5,CRA
B22.5Co60Si17.5,CRA
B22C2Ni76,CRA
